locus_tag	ftype	gene	EC_number	product
BDKBJLID_01635	gene			
BDKBJLID_01636	CDS			Heavy-metal resistance
BDKBJLID_01636	gene			
BDKBJLID_01637	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_01637	gene			
BDKBJLID_01638	CDS			Galactose oxidase, central domain
BDKBJLID_01638	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01639	CDS			Cupredoxin-like domain-containing protein
BDKBJLID_01639	gene			
BDKBJLID_01640	CDS			high-affinity Fe2+/Pb2+ permease
BDKBJLID_01640	gene			
BDKBJLID_01641	CDS			putative RNA-processing exonuclease
BDKBJLID_01641	gene			
BDKBJLID_01642	CDS			long-chain-fatty-acid--CoA ligase
BDKBJLID_01642	gene			
BDKBJLID_01643	CDS			hypothetical protein
BDKBJLID_01643	gene			
BDKBJLID_01644	CDS			transcriptional regulator, BadM/Rrf2 family
BDKBJLID_01644	gene			
BDKBJLID_01645	CDS			SAP domain-containing protein
BDKBJLID_01645	gene			
BDKBJLID_01646	CDS			flavodoxin reductase
BDKBJLID_01646	gene			
BDKBJLID_01647	CDS			cytochrome C
	sig_peptide			putative signal peptide
BDKBJLID_01647	gene			
BDKBJLID_01648	CDS			Zn-finger domain of CDGSH type-containing protein
BDKBJLID_01648	gene			
BDKBJLID_01649	CDS			hemoglobin-like flavoprotein
BDKBJLID_01649	gene			
BDKBJLID_01650	CDS			phosphomannomutase
BDKBJLID_01650	gene			
BDKBJLID_01651	CDS	xanB		mannose-1-phosphate guanylyltransferase
BDKBJLID_01651	gene	xanB		
BDKBJLID_01652	CDS			hypothetical protein
BDKBJLID_01652	gene			
BDKBJLID_01653	CDS			hypothetical protein
BDKBJLID_01653	gene			
BDKBJLID_01654	CDS			putative short-chain dehydrogenase
BDKBJLID_01654	gene			
BDKBJLID_01655	CDS	era_1		GTP-binding protein (Era)
BDKBJLID_01655	gene	era_1		
BDKBJLID_01656	CDS	era_2		GTP-binding protein (Era)
BDKBJLID_01656	gene	era_2		
BDKBJLID_01657	CDS			DNA replication and repair protein RecO
BDKBJLID_01657	gene			
BDKBJLID_01658	CDS			hypothetical protein
BDKBJLID_01658	gene			
BDKBJLID_01659	CDS			hypothetical protein
BDKBJLID_01659	gene			
BDKBJLID_01660	CDS			putative SAM-dependent methyltransferase
BDKBJLID_01660	gene			
BDKBJLID_01661	CDS			putative membrane GTPase
BDKBJLID_01661	gene			
BDKBJLID_01662	CDS			peptidyl-prolyl cis-trans isomerase
BDKBJLID_01662	gene			
BDKBJLID_01663	CDS	phnP		metal-dependent hydrolase of the beta-lactamase superfamily I
BDKBJLID_01663	gene	phnP		
BDKBJLID_01664	CDS			methionine synthase I, cobalamin-binding domain protein
BDKBJLID_01664	gene			
BDKBJLID_01665	CDS			Vitamin B12 dependent methionine synthase, activation domain
BDKBJLID_01665	gene			
BDKBJLID_01666	CDS			thiamine biosynthesis protein ThiC
BDKBJLID_01666	gene			
BDKBJLID_01667	CDS			ATPase with chaperone activity, ATP-binding subunit
BDKBJLID_01667	gene			
BDKBJLID_01668	CDS			ATPase with chaperone activity, ATP-binding subunit
BDKBJLID_01668	gene			
BDKBJLID_01669	CDS	uvrC		Excinuclease ABC subunit C
BDKBJLID_01669	gene	uvrC		
BDKBJLID_01670	CDS			hypothetical protein
BDKBJLID_01670	gene			
BDKBJLID_01671	CDS		1.1.1.25	shikimate dehydrogenase
BDKBJLID_01671	gene			
BDKBJLID_01672	CDS	ftsY		cell division protein (FtsY)
BDKBJLID_01672	gene	ftsY		
BDKBJLID_01673	CDS			putative rRNA maturation factor
BDKBJLID_01673	gene			
BDKBJLID_01674	CDS			7TM receptor with intracellular metal dependent phosphohydrolase
BDKBJLID_01674	gene			
BDKBJLID_01675	CDS			membrane protein
BDKBJLID_01675	gene			
BDKBJLID_01676	CDS			universal stress protein UspA
BDKBJLID_01676	gene			
BDKBJLID_01677	CDS			putative type IV prepilin peptidase
BDKBJLID_01677	gene			
BDKBJLID_01678	CDS			hypothetical protein
BDKBJLID_01678	gene			
BDKBJLID_01679	CDS			putative polyphosphate kinase (PPK2)
BDKBJLID_01679	gene			
BDKBJLID_01680	CDS			Protein-disulfide isomerase
BDKBJLID_01680	gene			
BDKBJLID_01681	tRNA			tRNA-Thr(tgt)
BDKBJLID_01681	gene			
BDKBJLID_01682	CDS			chemotaxis signal transduction protein, cheV
BDKBJLID_01682	gene			
BDKBJLID_01683	CDS			hypothetical protein
BDKBJLID_01683	gene			
BDKBJLID_01684	CDS			ribosome maturation factor RimP
BDKBJLID_01684	gene			
BDKBJLID_01685	CDS	nusA		NusA antitermination factor
BDKBJLID_01685	gene	nusA		
BDKBJLID_01686	CDS	infB		bacterial translation initiation factor 2 (bIF-2)
BDKBJLID_01686	gene	infB		
BDKBJLID_01687	CDS			hypothetical protein
BDKBJLID_01687	gene			
BDKBJLID_01688	CDS			putative ribosome binding factor A
BDKBJLID_01688	gene			
BDKBJLID_01689	CDS			putative pseudouridine synthase
BDKBJLID_01689	gene			
BDKBJLID_01690	CDS	rpsO		ribosomal protein S15P/S13E
BDKBJLID_01690	gene	rpsO		
BDKBJLID_01691	CDS	pnp		putative polyribonucleotide nucleotidyltransferase
BDKBJLID_01691	gene	pnp		
BDKBJLID_01692	CDS			hypothetical protein
BDKBJLID_01692	gene			
BDKBJLID_01693	CDS			putative Zn-dependent peptidase
BDKBJLID_01693	gene			
BDKBJLID_01694	CDS			putative pyridoxal phosphate biosynthesis protein
BDKBJLID_01694	gene			
BDKBJLID_01695	CDS			putative phosphopantetheinyl transferase
BDKBJLID_01695	gene			
BDKBJLID_01696	CDS			carb_kinase, carbohydrate kinase
BDKBJLID_01696	gene			
BDKBJLID_01697	CDS		2.7.7.7	DNA polymerase
BDKBJLID_01697	gene			
BDKBJLID_01698	CDS			hypothetical protein
BDKBJLID_01698	gene			
BDKBJLID_01699	CDS			putative MutS family mismatch repair ATPase
BDKBJLID_01699	gene			
BDKBJLID_01700	CDS			hypothetical protein
BDKBJLID_01700	gene			
BDKBJLID_01701	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_01701	gene			
BDKBJLID_01702	CDS			enoyl-(acyl-carrier-protein) reductase
BDKBJLID_01702	gene			
BDKBJLID_01703	CDS			putative rieske iron-sulfur family protein
BDKBJLID_01703	gene			
BDKBJLID_01704	CDS			cytochrome b subunit of the bc complex
BDKBJLID_01704	gene			
BDKBJLID_01705	CDS			putative thioredoxin
BDKBJLID_01705	gene			
BDKBJLID_01706	CDS			hypothetical protein
BDKBJLID_01706	gene			
BDKBJLID_01707	CDS		3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
BDKBJLID_01707	gene			
BDKBJLID_01708	CDS			putative ATP-dependent DNA helicase (RecG)
BDKBJLID_01708	gene			
BDKBJLID_01709	CDS			hypothetical protein
BDKBJLID_01709	gene			
BDKBJLID_01710	CDS			exopolyphosphatase
BDKBJLID_01710	gene			
BDKBJLID_01711	CDS			putative TPR repeat containing protein
BDKBJLID_01711	gene			
BDKBJLID_01712	CDS		2.7.7.72	tRNA nucleotidyltransferase (CCA-adding enzyme)
BDKBJLID_01712	gene			
BDKBJLID_01713	CDS			Thiol-disulfide isomerase or thioredoxin
BDKBJLID_01713	gene			
BDKBJLID_01714	CDS			putative acriflavin resistance protein
BDKBJLID_01714	gene			
BDKBJLID_01715	CDS			myosin
BDKBJLID_01715	gene			
BDKBJLID_01716	CDS			Putative ferric uptake regulator, Fur family
BDKBJLID_01716	gene			
BDKBJLID_01717	CDS			hypothetical protein
BDKBJLID_01717	gene			
BDKBJLID_01718	CDS			S-adenosyl-l-methionine hydroxide adenosyltransferase
BDKBJLID_01718	gene			
BDKBJLID_01719	CDS			Phospholipid methyltransferase
BDKBJLID_01719	gene			
BDKBJLID_01720	CDS			ribosomal protein S1
BDKBJLID_01720	gene			
BDKBJLID_01721	CDS	sppA1		putative protease S49
BDKBJLID_01721	gene	sppA1		
BDKBJLID_01722	CDS	ihfB		putative integration host factor, beta-subunit
BDKBJLID_01722	gene	ihfB		
BDKBJLID_01723	CDS			signal recognition particle protein
BDKBJLID_01723	gene			
BDKBJLID_01724	CDS			SSU ribosomal protein S16P
BDKBJLID_01724	gene			
BDKBJLID_01725	CDS			putative RNA-binding protein
BDKBJLID_01725	gene			
BDKBJLID_01726	CDS			tRNA-(guanine-N1)-methyltransferase
BDKBJLID_01726	gene			
BDKBJLID_01727	CDS	rplS		ribosomal protein L19
BDKBJLID_01727	gene	rplS		
BDKBJLID_01728	CDS		3.1.26.4	RNase HII
BDKBJLID_01728	gene			
BDKBJLID_01729	CDS			Cell division protein FtsX
BDKBJLID_01729	gene			
BDKBJLID_01730	CDS			Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB
BDKBJLID_01730	gene			
BDKBJLID_01731	CDS			carboxyl-terminal protease
BDKBJLID_01731	gene			
BDKBJLID_01732	CDS	groS2		chaperonin GroES
BDKBJLID_01732	gene	groS2		
BDKBJLID_01733	CDS	groL		chaperonin GroEL, truncated
BDKBJLID_01733	gene	groL		
BDKBJLID_01734	CDS	trx		thioredoxin
BDKBJLID_01734	gene	trx		
BDKBJLID_01735	CDS			ATPase involved in DNA repair
BDKBJLID_01735	gene			
BDKBJLID_01736	CDS			hypothetical protein
BDKBJLID_01736	gene			
BDKBJLID_01737	CDS	ldcC2		arginine decarboxylase
BDKBJLID_01737	gene	ldcC2		
BDKBJLID_01738	CDS			spermidine synthase
BDKBJLID_01738	gene			
BDKBJLID_01739	CDS			hypothetical protein
BDKBJLID_01739	gene			
BDKBJLID_01740	CDS			S-adenosylmethionine decarboxylase
BDKBJLID_01740	gene			
BDKBJLID_01741	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01741	gene			
BDKBJLID_01742	CDS			hypothetical protein
BDKBJLID_01742	gene			
BDKBJLID_01743	CDS			hypothetical protein
BDKBJLID_01743	gene			
BDKBJLID_01744	CDS		3.1.3.27	phosphatidylglycerophosphatase A
BDKBJLID_01744	gene			
BDKBJLID_01745	CDS			RecA protein
BDKBJLID_01745	gene			
BDKBJLID_01746	CDS	alaS		alanyl-tRNA synthetase
BDKBJLID_01746	gene	alaS		
BDKBJLID_01747	CDS			hypothetical protein
BDKBJLID_01747	gene			
BDKBJLID_01748	CDS			putative endonuclease
BDKBJLID_01748	gene			
BDKBJLID_01749	CDS			putative periplasmic solute-binding protein
BDKBJLID_01749	gene			
BDKBJLID_01750	CDS			valyl-tRNA synthetase
BDKBJLID_01750	gene			
BDKBJLID_01751	CDS	nadC_1		nicotinate-nucleotide pyrophosphorylase
BDKBJLID_01751	gene	nadC_1		
BDKBJLID_01752	CDS	nadC_2		nicotinate-nucleotide pyrophosphorylase
BDKBJLID_01752	gene	nadC_2		
BDKBJLID_01753	CDS		6.3.4.15	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase]ligase
BDKBJLID_01753	gene			
BDKBJLID_01754	CDS			type III pantothenate kinase
BDKBJLID_01754	gene			
BDKBJLID_01755	CDS			hypothetical protein
BDKBJLID_01755	gene			
BDKBJLID_01756	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01756	gene			
BDKBJLID_01757	CDS			transposase
BDKBJLID_01757	gene			
BDKBJLID_01758	CDS			putative secretion protein (HlyD)
BDKBJLID_01758	gene			
BDKBJLID_01759	CDS			putative outer membrane efflux protein
BDKBJLID_01759	gene			
BDKBJLID_01760	CDS	mdh2		malate/lactate dehydrogenase
BDKBJLID_01760	gene	mdh2		
BDKBJLID_01761	CDS			lipopolysaccharide export system protein
BDKBJLID_01761	gene			
BDKBJLID_01762	CDS			lipopolysaccharide export system protein LptA
BDKBJLID_01762	gene			
BDKBJLID_01763	CDS			ABC transporter, ATP-binding protein
BDKBJLID_01763	gene			
BDKBJLID_01764	CDS	rpoN		DNA-directed RNA polymerase specialized sigma subunit, sigma54
BDKBJLID_01764	gene	rpoN		
BDKBJLID_01765	CDS			ribosome-associated protein Y
BDKBJLID_01765	gene			
BDKBJLID_01766	CDS			putative P-loop ATPase protein family protein
BDKBJLID_01766	gene			
BDKBJLID_01767	CDS	aslA		putative arylsulfatase
BDKBJLID_01767	gene	aslA		
BDKBJLID_01768	CDS			chorismate synthase
BDKBJLID_01768	gene			
BDKBJLID_01769	CDS			shikimate kinase
BDKBJLID_01769	gene			
BDKBJLID_01770	CDS	aroB_1	4.2.3.4	3-dehydroquinate synthase
BDKBJLID_01770	gene	aroB_1		
BDKBJLID_01771	CDS	aroB_2	4.2.3.4	3-dehydroquinate synthase
BDKBJLID_01771	gene	aroB_2		
BDKBJLID_01772	CDS			putative GAF sensor protein
BDKBJLID_01772	gene			
BDKBJLID_01773	CDS			hypothetical protein
BDKBJLID_01773	gene			
BDKBJLID_01774	CDS			hypothetical protein
BDKBJLID_01774	gene			
BDKBJLID_01775	CDS			putative N-acetyltransferase YhbS
BDKBJLID_01775	gene			
BDKBJLID_01776	CDS	queF		GTP cyclohydrolase I-relatef enzyme
BDKBJLID_01776	gene	queF		
BDKBJLID_01777	CDS			DDE superfamily endonuclease
BDKBJLID_01777	gene			
BDKBJLID_01778	tRNA			tRNA-Val(tac)
BDKBJLID_01778	gene			
BDKBJLID_01779	tRNA			tRNA-Asp(gtc)
BDKBJLID_01779	gene			
BDKBJLID_01780	CDS			putative MotA/TolQ/ExbB proton channel
BDKBJLID_01780	gene			
BDKBJLID_01781	CDS			biopolymer transport protein TolR
BDKBJLID_01781	gene			
BDKBJLID_01782	CDS			periplasmic component of the Tol biopolymer transport system
BDKBJLID_01782	gene			
BDKBJLID_01783	CDS			putative TPR domain-containing protein
	sig_peptide			putative signal peptide
BDKBJLID_01783	gene			
BDKBJLID_01784	CDS	mutL		DNA mismatch repair protein MutL
BDKBJLID_01784	gene	mutL		
BDKBJLID_01785	CDS	miaA		tRNA delta(2)-isopentenylpyrophosphate transferase
BDKBJLID_01785	gene	miaA		
BDKBJLID_01786	CDS			S-methyl-5'-thioadenosine phosphorylase
BDKBJLID_01786	gene			
BDKBJLID_01787	CDS			S-methyl-5'-thioadenosine phosphorylase
BDKBJLID_01787	gene			
BDKBJLID_01788	CDS			sugar kinase, ribokinase family
BDKBJLID_01788	gene			
BDKBJLID_01789	CDS			Tfp pilus assembly protein PilF
	sig_peptide			putative signal peptide
BDKBJLID_01789	gene			
BDKBJLID_01790	CDS			cytoskeleton protein RodZ
BDKBJLID_01790	gene			
BDKBJLID_01791	CDS			PEGA domain-containing protein
	sig_peptide			putative signal peptide
BDKBJLID_01791	gene			
BDKBJLID_01792	tRNA			tRNA-Thr(cgt)
BDKBJLID_01792	gene			
BDKBJLID_01793	CDS			hypothetical protein
BDKBJLID_01793	gene			
BDKBJLID_01794	CDS			hypothetical protein
BDKBJLID_01794	gene			
BDKBJLID_01795	CDS			hypothetical protein
BDKBJLID_01795	gene			
BDKBJLID_01796	CDS			hypothetical protein
BDKBJLID_01796	gene			
BDKBJLID_01797	CDS			putative mobilization protein, MobD
BDKBJLID_01797	gene			
BDKBJLID_01798	CDS			hypothetical protein
BDKBJLID_01798	gene			
BDKBJLID_01799	CDS			Ti-type conjugative transfer relaxase TraA
BDKBJLID_01799	gene			
BDKBJLID_01800	CDS			hypothetical protein
BDKBJLID_01800	gene			
BDKBJLID_01801	CDS			hypothetical protein
BDKBJLID_01801	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01802	CDS			Cu and Ag efflux protein CusF
BDKBJLID_01802	gene			
BDKBJLID_01803	CDS			Cu(I)/Ag(I) efflux system membrane protein CusA/SilA
BDKBJLID_01803	gene			
BDKBJLID_01804	CDS			membrane fusion protein, Cu(I)/Ag(I) efflux system
BDKBJLID_01804	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01805	CDS			Outer membrane protein TolC
BDKBJLID_01805	gene			
BDKBJLID_01806	CDS			hypothetical protein
BDKBJLID_01806	gene			
BDKBJLID_01807	CDS			hypothetical protein
BDKBJLID_01807	gene			
BDKBJLID_01808	CDS			Site-specific recombinase XerD
BDKBJLID_01808	gene			
BDKBJLID_01809	CDS			50S ribosomal protein L21
BDKBJLID_01809	gene			
BDKBJLID_01810	CDS			peptidase M23
BDKBJLID_01810	gene			
BDKBJLID_01811	CDS			Clp protease ClpX
BDKBJLID_01811	gene			
BDKBJLID_01812	CDS			metal-dependent protease with possible chaperone activity
BDKBJLID_01812	gene			
BDKBJLID_01813	CDS			metal-dependent protease with possible chaperone activity
BDKBJLID_01813	gene			
BDKBJLID_01814	CDS			arginyl-tRNA synthetase
BDKBJLID_01814	gene			
BDKBJLID_01815	CDS	tgt		queuine/archaeosine tRNA-ribosyltransferase
BDKBJLID_01815	gene	tgt		
BDKBJLID_01816	CDS			preprotein translocase, YajC subunit
BDKBJLID_01816	gene			
BDKBJLID_01817	CDS			preprotein translocase subunit SecD
BDKBJLID_01817	gene			
BDKBJLID_01818	CDS			preprotein translocase subunit SecF
BDKBJLID_01818	gene			
BDKBJLID_01819	CDS			single-stranded DNA-specific exonuclease
BDKBJLID_01819	gene			
BDKBJLID_01820	CDS	relA		GTP pyrophosphokinase
BDKBJLID_01820	gene	relA		
BDKBJLID_01821	CDS			putative formate dehydrogenase accessory protein
BDKBJLID_01821	gene			
BDKBJLID_01822	CDS			hypothetical protein
BDKBJLID_01822	gene			
BDKBJLID_01823	CDS			putative transcriptional regulator, TetR family
BDKBJLID_01823	gene			
BDKBJLID_01824	CDS			putative cytochrome c-554
	sig_peptide			putative signal peptide
BDKBJLID_01824	gene			
BDKBJLID_01825	CDS			multidrug resistance efflux pump
BDKBJLID_01825	gene			
BDKBJLID_01826	CDS			permease of the major facilitator superfamily protein
BDKBJLID_01826	gene			
BDKBJLID_01827	CDS			putative outer membrane efflux protein
BDKBJLID_01827	gene			
BDKBJLID_01828	CDS			membrane fusion protein, multidrug efflux system
BDKBJLID_01828	gene			
BDKBJLID_01829	CDS			permease of the major facilitator superfamily protein
BDKBJLID_01829	gene			
BDKBJLID_01830	CDS			heat-inducible transcription repressor HrcA
BDKBJLID_01830	gene			
BDKBJLID_01831	CDS			molecular chaperone GrpE
BDKBJLID_01831	gene			
BDKBJLID_01832	CDS	dnaK		chaperone DnaK
BDKBJLID_01832	gene	dnaK		
BDKBJLID_01833	CDS			hypothetical protein
BDKBJLID_01833	gene			
BDKBJLID_01834	CDS		2.1.1.193	16S rRNA (uracil1498-N3)-methyltransferase
BDKBJLID_01834	gene			
BDKBJLID_01835	CDS			RDD family protein
BDKBJLID_01835	gene			
BDKBJLID_01836	CDS			SAM-dependent methyltransferase
BDKBJLID_01836	gene			
BDKBJLID_01837	CDS		2.7.1.156	adenosylcobinamide kinase /adenosylcobinamide-phosphate guanylyltransferase
BDKBJLID_01837	gene			
BDKBJLID_01838	CDS			nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
BDKBJLID_01838	gene			
BDKBJLID_01839	CDS		2.7.8.26	cobalamin-5'-phosphate synthase
BDKBJLID_01839	gene			
BDKBJLID_01840	CDS			Peroxiredoxin family protein
BDKBJLID_01840	gene			
BDKBJLID_01841	CDS			recombinase
BDKBJLID_01841	gene			
BDKBJLID_01842	CDS			Sulfur relay (sulfurtransferase) complex TusC component, DsrF/TusC family
BDKBJLID_01842	gene			
BDKBJLID_01843	CDS			FeS-binding protein
BDKBJLID_01843	gene			
BDKBJLID_01844	CDS			sulfur reduction protein DsrE
BDKBJLID_01844	gene			
BDKBJLID_01845	CDS			putative oxidoreductase
BDKBJLID_01845	gene			
BDKBJLID_01846	CDS		3.1.3.73	alpha-ribazole phosphatase
BDKBJLID_01846	gene			
BDKBJLID_01847	CDS		6.3.5.11	cobyrinic acid a,c-diamide synthase
BDKBJLID_01847	gene			
BDKBJLID_01848	CDS			putative precorrin-8X methylmutase (CbiC)
BDKBJLID_01848	gene			
BDKBJLID_01849	CDS			isocitrate dehydrogenase (NAD+)
BDKBJLID_01849	gene			
BDKBJLID_01850	CDS			putative isocitrate dehydrogenase (NADP)
BDKBJLID_01850	gene			
BDKBJLID_01851	CDS			hypothetical protein
BDKBJLID_01851	gene			
BDKBJLID_01852	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01852	gene			
BDKBJLID_01853	CDS			hypothetical protein
BDKBJLID_01853	gene			
BDKBJLID_01854	CDS			hypothetical protein
BDKBJLID_01854	gene			
BDKBJLID_01855	CDS			type IV secretion system protein VirB10
BDKBJLID_01855	gene			
BDKBJLID_01856	CDS			hypothetical protein
BDKBJLID_01856	gene			
BDKBJLID_01857	CDS			type IV secretion system protein VirB9
BDKBJLID_01857	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01858	CDS			type IV secretion system protein VirB5
BDKBJLID_01858	gene			
BDKBJLID_01859	CDS			Type IV secretory pathway, TrbL components
BDKBJLID_01859	gene			
BDKBJLID_01860	CDS			hypothetical protein
BDKBJLID_01860	gene			
BDKBJLID_01861	CDS			type IV secretion system protein VirB4
BDKBJLID_01861	gene			
BDKBJLID_01862	CDS			type IV secretion system protein VirB3
BDKBJLID_01862	gene			
BDKBJLID_01863	CDS			TrbC/VIRB2 family protein
BDKBJLID_01863	gene			
BDKBJLID_01864	CDS			type IV secretion system protein VirB11
BDKBJLID_01864	gene			
BDKBJLID_01865	CDS			hypothetical protein
BDKBJLID_01865	gene			
BDKBJLID_01866	CDS			hypothetical protein
BDKBJLID_01866	gene			
BDKBJLID_01867	CDS			conjugative transfer signal peptidase TraF
BDKBJLID_01867	gene			
BDKBJLID_01868	CDS			Apolipoprotein N-acyltransferase
BDKBJLID_01868	gene			
BDKBJLID_01869	CDS			AlwI restriction endonuclease
BDKBJLID_01869	gene			
BDKBJLID_01870	CDS		2.1.1.72	DNA adenine methylase
BDKBJLID_01870	gene			
BDKBJLID_01871	CDS			putative DNA/RNA helicase, SNF2 family
BDKBJLID_01871	gene			
BDKBJLID_01872	CDS			hypothetical protein
BDKBJLID_01872	gene			
BDKBJLID_01873	CDS			T4 immunity holin family protein
BDKBJLID_01873	gene			
BDKBJLID_01874	CDS			hypothetical protein
BDKBJLID_01874	gene			
BDKBJLID_01875	CDS		3.1.11.-	exodeoxyribonuclease X
BDKBJLID_01875	gene			
BDKBJLID_01876	CDS			CRISPR/Cas system-associated exonuclease Cas4, RecB family
BDKBJLID_01876	gene			
BDKBJLID_01877	CDS			hypothetical protein
BDKBJLID_01877	gene			
BDKBJLID_01878	CDS			transposase, IS605 OrfB family, central region
BDKBJLID_01878	gene			
BDKBJLID_01879	CDS			hypothetical protein
BDKBJLID_01879	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01880	CDS			hypothetical protein
BDKBJLID_01880	gene			
BDKBJLID_01881	CDS			hypothetical protein
BDKBJLID_01881	gene			
BDKBJLID_01882	CDS			Phosphoadenosine phosphosulfate reductase family protein
BDKBJLID_01882	gene			
BDKBJLID_01883	CDS			hypothetical protein
BDKBJLID_01883	gene			
BDKBJLID_01884	CDS			hypothetical protein
BDKBJLID_01884	gene			
BDKBJLID_01885	CDS			Streptogramin lyase
	sig_peptide			putative signal peptide
BDKBJLID_01885	gene			
BDKBJLID_01886	CDS			Site-specific recombinase XerD
BDKBJLID_01886	gene			
BDKBJLID_01887	CDS			hypothetical protein
BDKBJLID_01887	gene			
BDKBJLID_01888	CDS			hypothetical protein
BDKBJLID_01888	gene			
BDKBJLID_01889	CDS			hypothetical protein
BDKBJLID_01889	gene			
BDKBJLID_01890	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01890	gene			
BDKBJLID_01891	CDS			hypothetical protein
BDKBJLID_01891	gene			
BDKBJLID_01892	CDS			hypothetical protein
BDKBJLID_01892	gene			
BDKBJLID_01893	CDS			hypothetical protein
BDKBJLID_01893	gene			
BDKBJLID_01894	CDS			hypothetical protein
BDKBJLID_01894	gene			
BDKBJLID_01895	CDS			DNA repair protein radc
BDKBJLID_01895	gene			
BDKBJLID_01896	CDS			transposase, IS605 OrfB family, central region
